"","Player","Team","Position","GP","TOI","Goals","Total Assists","First Assists","Second Assists","Total Points","IPP","Shots","SH%","ixG","iCF","iFF","iSCF","iHDCF","Rush Attempts","Rebounds Created","PIM","Total Penalties","Minor","Major","Misconduct","Penalties Drawn","Giveaways","Takeaways","Hits","Hits Taken","Shots Blocked","Faceoffs Won","Faceoffs Lost","Faceoffs %"
"48","Eric Belanger","EDM","C","26","367.23333333333","0","3","2","1","3","37.50","31","0.00","1.91","54","35","24","9","4","2","10","5","5","0","0","3","9","12","19","14","15","203","175","53.70"
"52","Tomas Kaberle","MTL","D","10","135.45","0","3","1","2","3","37.50","11","0.00","0.5","23","16","4","0","0","3","0","0","0","0","0","0","1","1","2","9","11","0","0","-"
"104","Jeff Halpern","MTL, NYR","C","46","468.48333333333","1","2","1","1","3","60.00","26","3.85","2.56","50","38","33","16","0","4","10","5","5","0","0","9","4","15","56","43","22","208","163","56.06"
"115","Brian McGrattan","CGY, NSH","R","21","149.18333333333","3","0","0","0","3","100.00","18","16.67","1.1","31","23","10","6","2","1","49","8","2","3","3","7","2","3","32","13","6","0","1","0.00"
"122","Radek Martinek","NYI","D","13","209.9","3","0","0","0","3","50.00","12","25.00","0.57","25","20","4","1","0","1","4","2","2","0","0","1","6","2","15","10","19","0","0","-"
"216","Adam Burish","S.J","R","46","486.2","1","2","1","1","3","60.00","39","2.56","3.31","74","57","40","17","4","3","25","11","10","1","0","19","10","4","65","48","33","122","106","53.51"
"235","Steve Eminger","NYR","D","35","456.45","0","3","1","2","3","21.43","22","0.00","0.86","45","29","13","2","2","4","8","4","4","0","0","6","7","4","53","72","41","0","0","-"
"247","Tim Brent","CAR","C","30","293.8","0","3","0","3","3","37.50","23","0.00","1.71","44","33","23","6","2","3","8","4","4","0","0","4","3","3","31","23","15","124","116","51.67"
"288","Daniel Carcillo","CHI","L","23","206.9","2","1","1","0","3","33.33","23","8.70","1.83","42","27","25","8","1","1","11","3","2","1","0","5","2","6","37","30","6","0","1","0.00"
"297","Kyle Quincey","DET","D","36","692","1","2","2","0","3","10.34","36","2.78","1.64","102","61","27","5","0","3","18","9","9","0","0","5","18","6","29","52","46","0","0","-"
"337","Jeff Schultz","WSH","D","26","370.66666666667","0","3","2","1","3","30.00","12","0.00","0.29","35","16","6","0","1","3","12","5","5","0","0","1","5","3","17","35","25","0","0","-"
"345","David Booth","VAN","L","12","153.05","1","2","0","2","3","75.00","27","3.70","3.42","43","38","24","14","0","1","4","2","2","0","0","5","0","2","24","25","1","1","0","100.00"
"354","Peter Regin","OTT","C","27","310.98333333333","0","3","2","1","3","33.33","37","0.00","2.65","64","47","27","11","1","2","8","4","4","0","0","4","4","10","12","47","8","92","118","43.81"
"380","Aaron Gagnon","WPG","C","10","81.533333333333","3","0","0","0","3","60.00","11","27.27","1.17","17","14","13","7","0","1","2","1","1","0","0","1","2","4","7","7","4","30","27","52.63"
"449","Andrew Desjardins","S.J","L","42","425.2","2","1","1","0","3","42.86","51","3.92","5.72","87","70","44","23","2","5","61","15","8","5","2","20","11","5","53","59","27","39","33","54.17"
"487","Tom Sestito","PHI, VAN","L","30","192.86666666667","3","0","0","0","3","60.00","14","21.43","2.14","25","18","18","15","0","2","65","14","5","7","2","11","3","5","39","20","2","1","1","50.00"
"492","Korbinian Holzer","TOR","D","22","407.15","2","1","1","0","3","25.00","16","12.50","0.79","31","24","8","3","2","2","28","7","4","2","1","6","15","3","61","54","54","0","0","-"
"514","Ryan Wilson","COL","D","12","222.03333333333","0","3","0","3","3","33.33","23","0.00","0.91","46","33","14","2","1","4","8","4","4","0","0","0","6","5","17","14","12","0","0","-"
"531","Justin Falk","MIN","D","36","475.71666666667","0","3","1","2","3","23.08","27","0.00","0.97","68","39","18","2","1","6","40","14","10","4","0","13","6","7","53","37","39","0","0","-"
"542","Patrick Maroon","ANA","L","13","127.21666666667","2","1","1","0","3","75.00","21","9.52","2","31","30","20","15","1","4","10","2","0","2","0","4","0","5","22","16","7","4","10","28.57"
"584","Keaton Ellerby","FLA, L.A","D","44","636.9","0","3","1","2","3","16.67","23","0.00","1.08","68","44","10","2","1","3","52","19","16","2","1","12","21","5","74","101","43","0","0","-"
"588","Pierre-Cedric Labrie","T.B","L","19","162.6","2","1","1","0","3","75.00","16","12.50","1.81","35","28","16","10","2","0","30","9","5","4","0","6","5","3","40","21","6","2","2","50.00"
"590","Jason Demers","S.J","D","22","409.81666666667","1","2","1","1","3","42.86","27","3.70","1.16","69","46","11","1","2","4","10","5","5","0","0","2","12","6","32","49","24","0","0","-"
"628","Zac Dalpe","CAR","C","10","123.01666666667","1","2","1","1","3","75.00","18","5.56","2.16","37","29","20","7","2","3","0","0","0","0","0","2","0","4","14","11","4","1","2","33.33"
"657","Teemu Hartikainen","EDM","C","23","243.06666666667","1","2","1","1","3","50.00","21","4.76","3.11","48","39","34","15","2","5","6","3","3","0","0","2","2","6","22","38","3","1","3","25.00"
"667","Mark Cundari","CGY","D","4","79.083333333333","1","2","1","1","3","75.00","8","12.50","0.47","17","12","5","0","0","2","2","1","1","0","0","1","4","1","15","4","4","0","0","-"
"681","Jordan Caron","BOS","R","17","159.9","1","2","1","1","3","75.00","20","5.00","2.16","32","25","15","9","0","3","4","2","2","0","0","0","3","3","18","24","4","0","0","-"
"705","Chris Kreider","NYR","L","23","232.56666666667","2","1","1","0","3","42.86","19","10.53","1.79","33","28","18","4","1","2","6","3","3","0","0","5","3","2","36","20","6","0","1","0.00"
"706","Jacob Josefson","N.J","C","22","285.6","1","2","2","0","3","75.00","20","5.00","2.24","41","34","22","7","0","1","2","1","1","0","0","3","5","10","12","28","7","114","122","48.31"
"728","Gabriel Dumont","MTL","C","10","96.783333333333","1","2","1","1","3","150.00","20","5.00","1.36","29","24","16","6","2","2","13","5","4","1","0","2","0","2","21","16","6","29","17","63.04"
"737","Oliver Lauridsen","PHI","D","15","227.01666666667","2","1","1","0","3","25.00","15","13.33","0.35","29","21","3","0","0","0","34","10","7","2","1","3","12","0","36","37","24","0","0","-"
"750","Matt Fraser","DAL","R","12","141.5","1","2","1","1","3","75.00","17","5.88","1.01","31","23","16","3","0","2","0","0","0","0","0","3","2","3","13","24","8","0","0","-"
"757","Max Reinhart","CGY","C","11","158.58333333333","1","2","2","0","3","37.50","26","3.85","1.65","35","30","18","4","2","2","4","2","2","0","0","1","0","4","8","11","2","34","57","37.36"
"831","Stefan Matteau","N.J","C","17","156.18333333333","1","2","2","0","3","75.00","22","4.55","1.4","28","23","15","8","1","1","6","3","3","0","0","2","4","5","25","21","1","0","4","0.00"
"14","Jamal Mayers","CHI","R","19","132.43333333333","0","2","1","1","2","40.00","10","0.00","0.91","17","15","8","3","1","0","16","5","3","2","0","2","2","3","26","15","4","42","36","53.85"
"24","Bryce Salvador","N.J","D","39","831.81666666667","0","2","2","0","2","14.29","29","0.00","0.89","81","42","15","1","1","5","22","11","11","0","0","5","22","11","36","68","79","0","0","-"
"41","Cory Sarich","CGY","D","28","416.11666666667","0","2","1","1","2","20.00","14","0.00","0.38","38","20","10","0","2","1","16","5","3","2","0","4","13","6","43","56","33","0","0","-"
"45","Tom Poti","WSH","D","16","243.58333333333","0","2","2","0","2","25.00","8","0.00","0.52","24","13","5","1","0","2","2","1","1","0","0","3","5","2","5","15","15","0","0","-"
"46","Arron Asham","NYR","R","27","179.08333333333","2","0","0","0","2","50.00","14","14.29","1.37","24","17","16","6","2","1","50","12","5","6","1","10","3","5","39","15","4","5","5","50.00"
"113","Matt Carkner","NYI","D","22","277","0","2","2","0","2","20.00","19","0.00","0.55","41","30","4","0","0","0","46","17","13","4","0","7","7","3","27","28","19","0","0","-"
"121","George Parros","FLA","R","39","257.8","1","1","0","1","2","40.00","16","6.25","1.44","30","26","13","7","0","1","57","15","6","9","0","10","3","5","53","25","13","0","0","-"
"203","Zbynek Michalek","PHX","D","34","724.4","0","2","1","1","2","7.14","42","0.00","1.29","92","63","9","0","3","7","14","7","7","0","0","5","12","6","42","95","87","0","0","-"
"214","Keith Ballard","VAN","D","36","556.91666666667","0","2","1","1","2","16.67","35","0.00","1.98","70","46","27","7","1","2","29","13","12","1","0","13","13","16","45","54","34","0","0","-"
"227","Joey Crabb","WSH","R","26","244.88333333333","2","0","0","0","2","50.00","20","10.00","1.92","32","25","20","11","1","2","8","4","4","0","0","2","4","6","24","25","17","7","27","20.59"
"234","David Van Der Gulik","COL","L","9","84.966666666667","0","2","2","0","2","50.00","10","0.00","0.45","17","12","9","3","0","0","6","3","3","0","0","2","1","3","10","11","5","4","4","50.00"
"245","Ben Eager","EDM","L","14","135.23333333333","1","1","0","1","2","100.00","14","7.14","0.73","23","18","11","1","0","0","25","7","5","1","1","3","2","3","40","8","6","0","0","-"
"248","Jim Slater","WPG","C","26","271.75","1","1","0","1","2","40.00","22","4.55","1.64","38","30","21","7","3","0","19","8","7","1","0","6","3","10","41","27","12","145","122","54.31"
"316","Tanner Glass","PIT","L","48","483.46666666667","1","1","0","1","2","25.00","38","2.63","2.42","55","43","24","10","4","2","60","16","9","6","1","15","2","1","125","56","21","22","29","43.14"
"327","Cam Barker","VAN","D","14","198.78333333333","0","2","1","1","2","33.33","19","0.00","0.83","36","26","7","2","0","3","4","2","2","0","0","1","4","0","16","11","16","0","0","-"
"336","Andrej Meszaros","PHI","D","11","203.08333333333","0","2","2","0","2","66.67","18","0.00","0.65","42","24","8","0","0","1","2","1","1","0","0","1","6","2","18","13","24","0","0","-"
"344","Carl Soderberg","BOS","C","6","88.35","0","2","0","2","2","66.67","6","0.00","0.63","10","8","2","1","0","1","6","3","3","0","0","1","3","2","3","12","3","7","6","53.85"
"370","Mike Brown","EDM, TOR","R","39","293.28333333333","1","1","1","0","2","50.00","18","5.56","1.93","48","33","21","8","1","0","123","26","9","13","4","19","7","6","87","30","13","5","3","62.50"
"387","Brad Staubitz","ANA","R","15","93.216666666667","1","1","1","0","2","100.00","5","20.00","0.49","10","7","4","1","1","0","41","8","3","3","2","3","3","0","31","19","7","0","0","-"
"439","Tim Kennedy","S.J","L","13","176.68333333333","2","0","0","0","2","66.67","24","8.33","1.89","38","30","22","12","1","1","2","1","1","0","0","2","6","9","22","15","4","3","7","30.00"
"453","Chris Conner","PHX","R","12","136.5","1","1","1","0","2","33.33","15","6.67","1.67","25","21","18","12","3","2","2","1","1","0","0","4","0","7","15","30","5","0","2","0.00"
"458","Ryan Hamilton","TOR","L","10","108.53333333333","0","2","2","0","2","66.67","6","0.00","0.79","10","8","8","6","2","0","0","0","0","0","0","1","1","1","22","20","7","4","14","22.22"
"480","Jesse Joensuu","NYI","L","7","70.966666666667","0","2","2","0","2","100.00","15","0.00","1.11","18","16","12","5","1","2","6","3","3","0","0","0","3","5","12","19","0","0","0","-"
"517","Tim Wallace","CAR","R","28","280.8","1","1","1","0","2","66.67","20","5.00","2.07","35","30","21","8","1","2","17","3","1","1","1","8","3","4","69","37","4","9","21","30.00"
"552","Anthony Peluso","WPG","R","5","24.983333333333","0","2","2","0","2","100.00","4","0.00","0.22","4","4","2","2","2","1","14","4","2","2","0","2","1","0","7","1","0","0","0","-"
"557","Brad Malone","COL","C","13","114.25","1","1","0","1","2","66.67","10","10.00","0.58","23","14","8","3","1","1","16","5","3","2","0","3","1","6","39","11","3","22","24","47.83"
"567","Colton Gillies","CBJ","C","27","224.05","1","1","1","0","2","50.00","17","5.88","0.86","26","18","13","6","1","0","17","7","6","1","0","6","2","3","61","28","10","0","2","0.00"
"569","Yannick Weber","MTL","D","6","82.5","0","2","1","1","2","66.67","3","0.00","0.24","16","5","11","3","2","3","2","1","1","0","0","3","2","1","3","10","4","0","0","-"
"570","Brett Bellemore","CAR","D","8","110.11666666667","0","2","1","1","2","100.00","3","0.00","0.65","18","10","6","3","0","4","7","2","1","1","0","4","4","3","14","21","13","0","0","-"
"611","Zach Boychuk","CAR, NSH, PIT","L","13","160.05","1","1","1","0","2","33.33","14","7.14","1.62","28","23","22","9","1","2","6","3","3","0","0","3","3","2","10","10","2","0","0","-"
"663","Matt Bartkowski","BOS","D","11","148.31666666667","0","2","1","1","2","40.00","9","0.00","0.3","29","17","3","0","0","3","6","3","3","0","0","1","5","1","11","17","3","0","0","-"
"719","Jeremy Morin","CHI","L","3","39.066666666667","1","1","1","0","2","66.67","7","14.29","0.54","10","8","8","2","0","0","0","0","0","0","0","2","1","0","3","4","1","0","4","0.00"
"722","Sami Vatanen","ANA","D","8","126.55","2","0","0","0","2","28.57","6","33.33","0.31","12","7","4","0","0","2","0","0","0","0","0","0","1","2","2","8","13","0","0","-"
"732","Lane MacDermid","BOS, DAL","L","9","41.3","2","0","0","0","2","100.00","4","50.00","0.57","6","6","5","3","0","0","19","5","2","3","0","3","1","0","13","8","0","0","0","-"
"734","Anders Lee","NYI","L","2","16.4","1","1","1","0","2","200.00","2","50.00","0.15","4","3","3","1","0","0","0","0","0","0","0","0","1","0","0","0","2","0","2","0.00"
"739","Brandon Manning","PHI","D","6","88.816666666667","0","2","2","0","2","25.00","5","0.00","0.21","9","7","2","0","0","2","0","0","0","0","0","0","3","2","15","15","4","0","0","-"
"744","Aaron Volpatti","VAN, WSH","L","33","275.13333333333","1","1","1","0","2","40.00","21","4.76","1.7","42","32","22","9","2","2","35","10","5","5","0","8","5","4","80","58","11","1","3","25.00"
"749","Dave Dziurzynski","OTT","L","12","150.58333333333","2","0","0","0","2","66.67","20","10.00","1.9","28","25","15","10","1","5","13","5","4","1","0","3","2","4","29","24","3","3","1","75.00"
"781","Jarred Tinordi","MTL","D","8","93.7","0","2","1","1","2","28.57","5","0.00","0.11","13","7","2","0","0","0","2","1","1","0","0","2","2","0","14","12","6","0","0","-"
"795","Stephane Da Costa","OTT","C","9","106.73333333333","1","1","1","0","2","100.00","15","6.67","2.13","35","25","23","8","1","2","0","0","0","0","0","2","4","1","8","13","1","39","25","60.94"
"815","Jamie Oleksiak","DAL","D","16","237.33333333333","0","2","1","1","2","28.57","11","0.00","0.53","34","21","9","0","0","1","14","3","2","0","1","3","8","2","32","28","18","0","0","-"
"817","Nathan Beaulieu","MTL","D","6","92.216666666667","0","2","2","0","2","25.00","8","0.00","0.33","19","10","5","1","1","1","0","0","0","0","0","0","4","1","3","12","4","0","0","-"
"823","Matt Tennyson","S.J","D","4","62.85","0","2","1","1","2","40.00","8","0.00","0.43","17","12","8","2","2","0","2","1","1","0","0","0","2","0","4","9","2","0","0","-"
"827","Daniel Bang","NSH","L","8","103.2","0","2","1","1","2","66.67","13","0.00","1.1","24","19","17","7","1","0","0","0","0","0","0","2","0","3","12","11","0","0","0","-"
"6","Roman Hamrlik","NYR, WSH","D","16","183.66666666667","0","1","0","1","1","33.33","7","0.00","0.25","21","13","1","0","0","0","8","4","4","0","0","0","3","1","8","13","14","0","0","-"
"12","Jamie Langenbrunner","STL","R","4","39.116666666667","0","1","0","1","1","100.00","5","0.00","0.23","5","5","2","1","0","0","0","0","0","0","0","0","1","0","4","2","0","0","4","0.00"
"17","Scott Nichol","STL","C","30","293.35","1","0","0","0","1","20.00","13","7.69","0.89","22","17","14","5","0","0","25","7","5","1","1","6","1","6","27","15","13","132","86","60.55"
"18","Ed Jovanovski","FLA","D","6","93.983333333333","0","1","1","0","1","50.00","6","0.00","0.22","16","10","1","0","0","1","0","0","0","0","0","1","6","1","3","7","8","0","0","-"
"50","Brett Clark","MIN","D","8","112.53333333333","0","1","1","0","1","50.00","6","0.00","0.37","18","8","4","1","0","1","0","0","0","0","0","0","4","1","5","7","11","0","0","-"
"63","Scott Hannan","NSH, S.J","D","33","638.5","0","1","1","0","1","7.69","25","0.00","0.88","53","33","9","0","1","3","22","8","6","2","0","4","10","9","35","42","54","0","0","-"
"72","Tom Kostopoulos","N.J","R","15","136.45","1","0","0","0","1","33.33","13","7.69","1.84","22","18","13","6","1","1","18","6","4","2","0","7","1","2","23","16","3","3","2","60.00"
"96","Mikael Samuelsson","DET","R","4","51.45","0","1","1","0","1","100.00","4","0.00","0.3","11","9","4","0","0","0","0","0","0","0","0","0","1","1","6","2","1","0","0","-"
"97","Kent Huskins","DET, PHI","D","19","297.63333333333","0","1","1","0","1","16.67","4","0.00","0.19","17","11","3","0","0","1","4","2","2","0","0","5","5","0","18","33","37","0","0","-"
"170","Carlo Colaiacovo","DET","D","6","113.45","0","1","1","0","1","33.33","12","0.00","0.86","27","17","11","2","2","2","2","1","1","0","0","2","0","0","12","13","10","0","0","-"
"194","Andrew Alberts","VAN","D","24","364.3","0","1","1","0","1","16.67","15","0.00","0.75","40","25","14","1","0","0","32","8","6","0","2","5","7","5","39","42","31","0","0","-"
"209","Sheldon Brookbank","CHI","D","26","331.5","1","0","0","0","1","11.11","25","4.00","1.61","52","38","12","5","0","4","21","9","8","1","0","4","15","8","28","40","34","0","1","0.00"
"215","Derek Meech","WPG","D","16","235.15","0","1","1","0","1","16.67","5","0.00","0.38","23","9","7","1","0","3","2","1","1","0","0","0","7","1","24","22","12","0","0","-"
"221","Matt Greene","L.A","D","5","76.433333333333","0","1","1","0","1","33.33","3","0.00","0.08","5","4","1","0","0","0","8","4","4","0","0","0","3","0","22","8","5","0","0","-"
"240","Kris Newbury","NYR","C","6","47.316666666667","0","1","1","0","1","100.00","4","0.00","0.47","7","6","4","3","1","0","9","3","2","1","0","2","0","1","9","5","0","16","16","50.00"
"242","Anton Babchuk","CGY","D","7","82.95","0","1","0","1","1","25.00","5","0.00","0.27","13","8","2","1","0","0","0","0","0","0","0","0","5","0","1","2","9","0","0","-"
"311","Jay Rosehill","PHI","L","11","74.716666666667","1","0","0","0","1","100.00","7","14.29","0.65","11","10","5","3","0","1","64","14","7","4","3","9","2","1","18","16","5","0","0","-"
"359","Mike Lundin","OTT","D","11","170.58333333333","0","1","1","0","1","33.33","13","0.00","0.49","23","15","5","2","0","1","0","0","0","0","0","1","5","2","2","22","7","0","0","-"
"360","Brett Carson","CGY","D","10","109.28333333333","0","1","0","1","1","33.33","8","0.00","0.19","13","11","0","0","0","0","0","0","0","0","0","0","3","0","4","10","12","0","0","-"
"372","Patrick Kaleta","BUF","R","34","366.93333333333","1","0","0","0","1","25.00","34","2.94","2.63","51","41","15","7","4","0","67","18","11","5","2","35","9","2","86","52","34","5","6","45.45"
"408","Joe Finley","NYI","D","16","191.31666666667","0","1","0","1","1","100.00","2","0.00","0.12","13","4","4","0","0","0","20","7","5","2","0","4","6","3","24","22","15","0","1","0.00"
"410","Steve Downie","COL","R","2","17.783333333333","0","1","1","0","1","100.00","2","0.00","0.36","4","4","4","2","0","1","6","3","3","0","0","0","1","0","5","2","1","1","0","100.00"
"411","Brendan Mikkelson","T.B","D","4","39.033333333333","0","1","1","0","1","50.00","0","-","0","2","0","1","0","0","0","6","2","2","0","0","1","2","1","3","10","5","0","0","-"
"416","Matt Kassian","OTT","L","15","95.716666666667","1","0","0","0","1","33.33","6","16.67","0.76","16","10","6","3","0","1","47","8","1","5","2","7","3","1","38","12","4","0","0","-"
"428","Blair Jones","CGY","C","15","161.13333333333","0","1","0","1","1","100.00","22","0.00","1.73","33","26","23","12","2","1","10","5","5","0","0","4","0","4","22","16","9","58","51","53.21"
"433","Tom Wandell","DAL","C","18","151.95","1","0","0","0","1","33.33","14","7.14","0.79","36","21","14","1","1","0","4","2","2","0","0","4","6","8","15","16","9","46","65","41.44"
"447","Kevin Henderson","NSH","L","4","58.766666666667","1","0","0","0","1","33.33","3","33.33","0.56","7","5","5","3","0","0","0","0","0","0","0","2","1","1","3","5","1","0","0","-"
"470","Ryan White","MTL","C","26","244.71666666667","1","0","0","0","1","20.00","16","6.25","1.49","40","30","11","7","1","3","67","17","11","3","3","10","6","7","50","38","15","91","76","54.49"
"496","Andreas Nodl","CAR","R","8","67.75","0","1","0","1","1","100.00","6","0.00","0.37","11","9","4","1","0","2","2","1","1","0","0","0","0","3","13","4","3","1","2","33.33"
"505","Benn Ferriero","NYR","R","4","38.433333333333","0","1","1","0","1","100.00","4","0.00","0.44","9","8","4","2","1","0","0","0","0","0","0","0","1","2","4","5","2","2","7","22.22"
"518","Greg Rallo","FLA","C","10","95.533333333333","1","0","0","0","1","100.00","10","10.00","1.16","17","15","13","6","2","2","2","1","1","0","0","0","2","2","20","13","1","1","2","33.33"
"525","Matt Anderson","N.J","R","2","11.55","0","1","1","0","1","100.00","0","-","0.09","2","1","1","1","0","0","0","0","0","0","0","0","0","0","0","3","1","0","0","-"
"526","Derek Smith","CGY","D","22","269.4","0","1","0","1","1","50.00","18","0.00","0.89","32","24","5","0","0","3","10","5","5","0","0","2","9","2","7","21","24","0","0","-"
"535","Ian Cole","STL","D","15","266.18333333333","0","1","1","0","1","16.67","10","0.00","0.42","30","19","1","0","0","0","10","5","5","0","0","3","5","1","6","19","22","0","0","-"
"545","Paul Byron","CGY","L","4","41.816666666667","0","1","1","0","1","100.00","1","0.00","0.11","4","3","2","1","0","0","2","1","1","0","0","0","1","0","3","3","1","7","10","41.18"
"549","Chris Terry","CAR","L","3","28.816666666667","1","0","0","0","1","100.00","1","100.00","0.19","4","2","3","2","0","0","0","0","0","0","0","0","0","2","1","1","1","1","0","100.00"
"563","Colton Sceviour","DAL","C","1","4.85","0","1","0","1","1","100.00","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","1","1","1","2","33.33"
"600","Eric Selleck","FLA","L","2","15.833333333333","0","1","1","0","1","50.00","2","0.00","0.4","4","3","3","2","1","2","17","3","1","1","1","1","0","2","5","2","0","0","0","-"
"616","Mattias Tedenby","N.J","R","4","35.966666666667","0","1","0","1","1","100.00","2","0.00","0.28","6","3","5","2","1","0","2","1","1","0","0","1","1","0","1","1","1","0","0","-"
"622","Cody Goloubef","CBJ","D","11","162.95","1","0","0","0","1","50.00","14","7.14","0.41","18","16","4","0","0","2","0","0","0","0","0","0","1","0","10","10","7","0","0","-"
"626","Colby Robak","FLA","D","16","242.81666666667","0","1","1","0","1","11.11","15","0.00","0.92","40","24","6","3","0","1","17","3","1","1","1","2","4","3","4","27","13","0","0","-"
"627","Luke Adam","BUF","C","4","39.166666666667","1","0","0","0","1","50.00","2","50.00","0.18","5","3","3","0","0","0","2","1","1","0","0","0","0","0","3","2","2","1","0","100.00"
"633","Marco Scandella","MIN","D","6","86.55","1","0","0","0","1","25.00","7","14.29","0.17","13","9","2","0","0","0","4","2","2","0","0","2","1","0","8","13","4","0","0","-"
"638","Brandon McMillan","ANA","L","6","52.45","0","1","0","1","1","100.00","2","0.00","0.41","6","5","4","2","0","0","2","1","1","0","0","2","0","0","4","8","1","12","14","46.15"
"658","Ben Smith","CHI","R","1","18.35","1","0","0","0","1","100.00","1","100.00","0.01","3","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","2","0.00"
"689","Anton Lander","EDM","C","11","121.3","0","1","1","0","1","100.00","11","0.00","0.61","16","12","7","3","0","1","2","1","1","0","0","1","7","5","7","12","2","27","28","49.09"
"697","Jared Cowen","OTT","D","7","142.01666666667","1","0","0","0","1","33.33","8","12.50","0.51","21","11","7","2","0","1","10","2","0","2","0","5","4","4","26","20","10","0","0","-"
"704","David Rundblad","PHX","D","8","109.86666666667","0","1","1","0","1","50.00","9","0.00","0.52","21","14","7","1","1","1","0","0","0","0","0","2","2","0","7","9","9","0","0","-"
"711","Ben Hanowski","CGY","R","5","66.466666666667","1","0","0","0","1","50.00","4","25.00","0.62","9","7","6","4","0","0","0","0","0","0","0","0","1","0","8","0","0","0","2","0.00"
"714","Dmitry Orlov","WSH","D","5","74.716666666667","0","1","1","0","1","16.67","1","0.00","0.04","8","3","0","0","0","0","0","0","0","0","0","0","2","2","2","4","4","0","0","-"
"763","Nick Bjugstad","FLA","C","11","167.31666666667","1","0","0","0","1","50.00","17","5.88","1.31","23","19","14","4","4","1","2","1","1","0","0","1","2","3","17","15","2","53","79","40.15"
"767","Austin Watson","NSH","L","6","76.233333333333","1","0","0","0","1","50.00","4","25.00","0.36","12","8","5","2","2","0","0","0","0","0","0","0","3","3","2","7","2","19","25","43.18"
"777","Brett Connolly","T.B","R","5","51.366666666667","1","0","0","0","1","100.00","10","10.00","1.05","19","12","15","8","0","2","0","0","0","0","0","1","0","4","2","3","1","4","1","80.00"
"784","Joonas Rask","NSH","C","2","16.016666666667","0","1","0","1","1","100.00","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","-"
"786","Jason Akeson","PHI","R","1","12.383333333333","1","0","0","0","1","50.00","2","50.00","0.26","3","2","2","1","0","0","0","0","0","0","0","0","0","2","0","1","0","0","0","-"
"788","Ben Street","CGY","C","6","81.65","0","1","0","1","1","50.00","13","0.00","0.94","23","18","11","3","2","1","0","0","0","0","0","0","0","3","8","7","2","24","27","47.06"
"791","Harry Zolnierczyk","PHI","L","7","51.583333333333","0","1","1","0","1","100.00","4","0.00","0.38","9","6","7","3","1","1","36","7","3","2","2","2","0","1","7","15","3","0","0","-"
"821","Torey Krug","BOS","D","1","15.783333333333","0","1","0","1","1","50.00","0","-","0","2","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","-"
"825","Jeremy Welsh","CAR","C","5","29.216666666667","0","1","1","0","1","100.00","4","0.00","0.17","6","5","3","0","1","0","0","0","0","0","0","0","0","1","6","2","0","15","5","75.00"
"833","Filip Forsberg","NSH","L","5","77.383333333333","0","1","0","1","1","100.00","14","0.00","1.08","23","18","16","4","1","1","0","0","0","0","0","0","3","3","3","7","0","0","1","0.00"
"837","Danny DeKeyser","DET","D","11","198.53333333333","0","1","1","0","1","16.67","15","0.00","0.44","27","20","5","0","0","1","2","1","1","0","0","0","6","5","9","21","9","0","0","-"
"11","Jay Pandolfo","BOS","L","18","163.31666666667","0","0","0","0","0","-","11","0.00","0.59","19","15","6","3","0","2","2","1","1","0","0","3","3","1","25","20","8","2","3","40.00"
"15","Hal Gill","NSH","D","32","428.31666666667","0","0","0","0","0","0.00","8","0.00","0.35","25","11","8","1","1","1","12","6","6","0","0","2","12","7","28","23","38","0","0","-"
"26","Eric Boulton","NYI","L","15","85.1","0","0","0","0","0","-","5","0.00","0.3","13","9","2","0","1","1","36","8","3","4","1","4","1","1","23","11","6","0","0","-"
"35","Jody Shelley","PHI","L","1","7.9666666666667","0","0","0","0","0","-","0","-","0.03","1","1","0","0","0","0","0","0","0","0","0","0","0","0","3","4","0","0","0","-"
"78","Manny Malhotra","VAN","C","9","100.16666666667","0","0","0","0","0","0.00","2","0.00","0.26","6","4","4","2","0","0","0","0","0","0","0","2","0","3","8","4","4","64","34","65.31"
"94","Krys Barch","N.J","R","22","128.78333333333","0","0","0","0","0","0.00","4","0.00","0.53","9","7","5","5","0","0","44","9","2","6","1","7","2","0","25","12","3","1","1","50.00"
"101","Toby Petersen","DAL","C","1","6.6666666666667","0","0","0","0","0","-","0","-","0.09","2","1","2","1","0","0","0","0","0","0","0","0","0","0","1","0","0","1","1","50.00"
"103","Mark Eaton","PIT","D","23","413.51666666667","0","0","0","0","0","0.00","8","0.00","0.32","32","15","8","0","1","2","4","2","2","0","0","4","3","2","9","31","33","0","0","-"
"110","Nolan Yonkman","FLA","D","7","68.383333333333","0","0","0","0","0","0.00","4","0.00","0.22","8","8","2","0","0","0","11","4","3","1","0","1","1","0","12","9","2","0","0","-"
"146","Andreas Lilja","PHI","D","4","67.116666666667","0","0","0","0","0","0.00","2","0.00","0.18","7","5","3","0","2","0","0","0","0","0","0","0","3","1","12","4","7","0","0","-"
"154","Darcy Hordichuk","EDM","L","4","8.1333333333333","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","2","1","1","0","0","0","0","0","6","2","0","0","0","-"
